GEOID,year,total_small_business_loan_dollars
24003730404,2017,805395.348837209
24003730507,2017,2720470.58823529
24003730508,2017,1157647.05882353
24003730509,2017,976014.616755585
24003730510,2017,792815.992806525
24003730511,2017,401333.333333333
24003730512,2017,686029.449666113
24003730513,2017,657224.222989905
24003730514,2017,1173888.97981333
24003730601,2017,6307263.20346133
24003730603,2017,3624000
24003730605,2017,1949528.30188679
24003730606,2017,2183471.69811321
24003730701,2017,4526979.31034483
24003730702,2017,6989020.68965517
24003730800,2017,2851973.68421053
24003730901,2017,635000
24003730902,2017,3850000
24003731002,2017,2489000
24003731003,2017,1818000
24003731004,2017,1663558.42911809
24003731103,2017,3856000
24003731104,2017,831769.122551575
24003731105,2017,893042.709232097
24003731106,2017,1434789.39696886
24003731107,2017,1544866.65791885
24003731201,2017,4752983.19327731
24003731205,2017,1777744.18604651
24003731206,2017,985255.813953488
24003731207,2017,939605.042016807
24003731208,2017,1399411.76470588
24003731209,2017,4184734.84734547
24003731210,2017,2616076.98444356
24003731303,2017,2923000
24003731306,2017,1642000
24003731307,2017,2407565.2173913
24003731308,2017,545000
24003731309,2017,996967.741935484
24003731310,2017,1139032.25806452
24003731312,2017,1237882.9787234
24003731313,2017,609117.021276596
24003740103,2017,1780237.20349563
24003740104,2017,675611.111111111
24003740105,2017,256000
24003740106,2017,3042171.77404744
24003740107,2017,2521312.59738635
24003740108,2017,2003841.96901076
24003740203,2017,2249545.45454545
24003740204,2017,887047.058823529
24003740205,2017,951952.941176471
24003740303,2017,1764000
24003740304,2017,9820293.33333333
24003740305,2017,804580.729166254
24003740400,2017,425203.850675209
24003740501,2017,2463771.68927161
24003740502,2017,2462216.68282141
24003740601,2017,612246.70433145
24003740602,2017,78808.8512241055
24003740603,2017,429966.941172224
24003740701,2017,2108638.00137416
24003740703,2017,2718982.93029504
24003740704,2017,4263834.1290597
24003740800,2017,5454000
24003740900,2017,2025692.30769231
24003741000,2017,4926236.36363886
24003750101,2017,696341.984896275
24003750102,2017,163445.639187575
24003750201,2017,2932000
24003750204,2017,1459212.37591615
24003750300,2017,3399000
24003750400,2017,717885.714285714
24003750801,2017,4041786.40776699
24003750803,2017,794717.204301075
24003750804,2017,1775896.92556634
24003750900,2017,5015000
24003751000,2017,3574315.78947368
24003751102,2017,12004140.8157491
24003751103,2017,606857.142857143
24003751200,2017,26699236.5864776
24003751400,2017,11038131.9648094
24003751500,2017,1575480.52077116
24003751600,2017,2767000
24003751700,2017,1005000
24003980000,2017,342308.953642573
24005400100,2017,2127000
24005400200,2017,216000
24005400400,2017,6774000
24005400500,2017,752000
24005400600,2017,1603000
24005400701,2017,764000
24005400702,2017,523000
24005400800,2017,1300000
24005400900,2017,1396000
24005401000,2017,1610000
24005401101,2017,319000
24005401102,2017,3726000
24005401200,2017,306000
24005401301,2017,770370.37037037
24005401302,2017,180629.62962963
24005401400,2017,352000
24005401503,2017,3570000
24005401504,2017,2247000
24005401505,2017,1487000
24005401506,2017,1304000
24005401507,2017,2737000
24005402201,2017,1776000
24005402202,2017,445000
24005402302,2017,2662000
24005402303,2017,1335000
24005402304,2017,509000
24005402305,2017,403000
24005402306,2017,287000
24005402307,2017,1897000
24005402403,2017,1611000
24005402404,2017,262000
24005402405,2017,1036000
24005402407,2017,11088165.5541336
24005402408,2017,90315.7894734953
24005402409,2017,160518.656392953
24005402503,2017,2270000
24005402504,2017,1985000
24005402505,2017,219000
24005402506,2017,327000
24005402510,2017,575208.096979199
24005402511,2017,890471.903020801
24005402602,2017,247000
24005402603,2017,2752000
24005402604,2017,483000
24005403100,2017,660000
24005403201,2017,73000
24005403202,2017,118000
24005403300,2017,917000
24005403401,2017,6946000
24005403402,2017,13939000
24005403500,2017,4047000
24005403601,2017,3024000
24005403602,2017,6218000
24005403702,2017,9654000
24005403703,2017,3233623.71365009
24005403704,2017,4880376.28634991
24005403801,2017,1136000
24005403802,2017,3024000
24005403803,2017,4404000
24005404101,2017,15381000
24005404102,2017,8592000
24005404201,2017,1193000
24005404202,2017,8083000
24005404402,2017,3253000
24005404403,2017,1127000
24005404404,2017,7028000
24005404501,2017,891000
24005404502,2017,1249000
24005404600,2017,5007000
24005404800,2017,3934000
24005404900,2017,3623000
24005405000,2017,2408000
24005406000,2017,1562000
24005407001,2017,3510000
24005407002,2017,3983000
24005408100,2017,11339000
24005408200,2017,764000
24005408302,2017,1429000
24005408303,2017,2668000
24005408304,2017,2612000
24005408400,2017,41989000
24005408502,2017,1393000
24005408503,2017,5437043.47826087
24005408505,2017,11354000
24005408506,2017,318000
24005408507,2017,242956.52173913
24005408601,2017,2284000
24005408602,2017,1996000
24005408702,2017,2706000
24005408703,2017,978000
24005408704,2017,4385000
24005408800,2017,11202000
24005408900,2017,4148000
24005410100,2017,7734000
24005410200,2017,5285000
24005411101,2017,1713000
24005411102,2017,2571000
24005411201,2017,1243000
24005411202,2017,2127000
24005411302,2017,9079139.12496383
24005411303,2017,1239000
24005411306,2017,1206000
24005411307,2017,954136.893455299
24005411308,2017,1223000
24005411309,2017,2887000
24005411404,2017,1059000
24005411406,2017,2433000
24005411408,2017,2460000
24005411409,2017,341000
24005411410,2017,1775000
24005411411,2017,724896
24005411412,2017,536960
24005411413,2017,416144
24005420100,2017,935000
24005420200,2017,1667132.53012035
24005420301,2017,15000
24005420302,2017,83000
24005420303,2017,161000
24005420401,2017,182000
24005420402,2017,929000
24005420500,2017,997647.981040926
24005420600,2017,1620125.60386473
24005420701,2017,433000
24005420702,2017,92226.4150943396
24005420800,2017,315000
24005420900,2017,113000
24005421000,2017,102000
24005421101,2017,297000
24005421102,2017,46000
24005421200,2017,362867.469879647
24005430101,2017,2082000
24005430104,2017,281000
24005430200,2017,358000
24005430300,2017,1597000
24005430400,2017,23376000
24005430600,2017,660587.155963303
24005430700,2017,1636412.8440367
24005430800,2017,705000
24005430900,2017,1230000
24005440100,2017,1603309.09090909
24005440200,2017,463000
24005440300,2017,680690.909090909
24005440400,2017,1071267.6056338
24005440500,2017,508732.394366197
24005440600,2017,3075000.32780599
24005440701,2017,4152000
24005440702,2017,417999.672194006
24005440800,2017,1399000
24005440900,2017,386000
24005441000,2017,212000
24005441101,2017,637000
24005441102,2017,327000
24005450100,2017,17600389.8907104
24005450200,2017,336393.442622951
24005450300,2017,448000
24005450400,2017,880977.777777778
24005450501,2017,2584567.67676768
24005450503,2017,118394.843962008
24005450504,2017,388059.701492537
24005450800,2017,1138032.78688518
24005450900,2017,2117000
24005451000,2017,1636000
24005451100,2017,214000
24005451200,2017,10903000
24005451300,2017,352000
24005451401,2017,633000
24005451402,2017,363000
24005451500,2017,116967.213114816
24005451600,2017,3126000
24005451701,2017,14092723.9815809
24005451702,2017,1151000
24005451801,2017,659013.793103448
24005451802,2017,3215567.30189591
24005451803,2017,425418.90500064
24005451900,2017,373395.534290277
24005452000,2017,1144393.93939394
24005452100,2017,340473.684210522
24005452300,2017,3993341.66666667
24005452400,2017,14066875
24005452500,2017,127000
24005490100,2017,2431000
24005490200,2017,9780000
24005490302,2017,3866000
24005490303,2017,6031891.56625602
24005490304,2017,7499108.43374397
24005490400,2017,2241000
24005490500,2017,1006000
24005490601,2017,1770000
24005490602,2017,476000
24005490603,2017,545000
24005490605,2017,2460000
24005490701,2017,287000
24005490703,2017,10822000
24005490800,2017,893000
24005490900,2017,7494431.05402962
24005491000,2017,355000
24005491100,2017,1310000
24005491201,2017,4915280.70175439
24005491202,2017,1127877.19298246
24005491300,2017,341411.051233535
24005491401,2017,1270000
24005491402,2017,208000
24005491500,2017,464000
24005491600,2017,722000
24005491701,2017,945000
24005491900,2017,819000
24005492001,2017,328000
24005492002,2017,431000
24005492101,2017,2926000
24005492102,2017,298000
24005492200,2017,590560.971604266
24005492300,2017,1428000
24005492401,2017,562000
24005492402,2017,1112320
24005492500,2017,1141000
24005492600,2017,196439.028395734
24005492700,2017,1506736.84210526
24005980100,2017,
24005980200,2017,3775000
24009860103,2017,7704692.26828103
24009860200,2017,11640000
24009860300,2017,3542000
24009860402,2017,793000
24009860403,2017,528009.049773756
24009860404,2017,1138990.95022624
24009860501,2017,1487597.22222222
24009860502,2017,217000
24009860600,2017,4118402.77777778
24009860701,2017,9896000
24009860702,2017,3139000
24009860703,2017,2533000
24009860801,2017,2095000
24009860901,2017,2642936.54266958
24009860902,2017,1083439.8249453
24009861003,2017,3101806.64582674
24009861004,2017,1144827.72560628
24009861100,2017,2161989.2609521
24011955000,2017,486000
24011955100,2017,1294000
24011955201,2017,594271.854734109
24011955202,2017,944629.797259891
24011955301,2017,1402867.93111071
24011955302,2017,444301.7983332
24011955400,2017,434928.61856209
24011955500,2017,1752000
24011955600,2017,3893000
24013501001,2017,1978728.0444965
24013501002,2017,2793504.09836065
24013502000,2017,2252182.92682927
24013503000,2017,1680767.85714286
24013504100,2017,4636154.71185286
24013504201,2017,4431845.28814714
24013504202,2017,3326000
24013505101,2017,1589037.37373737
24013505102,2017,4459212.8312864
24013505203,2017,1839271.00840336
24013505205,2017,275961.538461496
24013505206,2017,1203485.29411765
24013505207,2017,1255984.84848485
24013505208,2017,2242069.32773109
24013506101,2017,3436256.41025625
24013506102,2017,1031000
24013506200,2017,2787914.52991458
24013507500,2017,7066448.2222224
24013507601,2017,9120266.55982915
24013507602,2017,9033737.86506775
24013507702,2017,3381024
24013507703,2017,467282.419705387
24013507704,2017,502527.777777596
24013507801,2017,2737488.11983472
24013507802,2017,1832847.52831345
24013508103,2017,3994847.12754324
24013508200,2017,2926641.85924085
24013509001,2017,1980000
24013509002,2017,651000
24013510000,2017,9e+05
24013511000,2017,897534.653465344
24013512000,2017,1768000
24013513001,2017,4851914.89361701
24013513002,2017,3068085.10638299
24013514100,2017,6296977.77777778
24013514201,2017,7962000
24013514202,2017,2171000
24015030100,2017,1503000
24015030200,2017,2442343.94904459
24015030400,2017,5732000
24015030501,2017,816025.423728814
24015030503,2017,3503925.09003765
24015030505,2017,5960946.94081649
24015030507,2017,938375.8389252
24015030508,2017,2390624.1610748
24015030601,2017,2447000
24015030602,2017,934000
24015030700,2017,1636271.84466019
24015030903,2017,5933180.07662834
24015030904,2017,2250359.73597359
24015030905,2017,1527728.15533981
24015030907,2017,3745327.04587773
24015030908,2017,3187891.73789281
24015031201,2017,2252238.32705674
24015031202,2017,2239000
24015031301,2017,534761.672943266
24015031302,2017,6546000
24015031400,2017,795000
24017850101,2017,1098000
24017850102,2017,783387.096774194
24017850201,2017,
24017850202,2017,2143000
24017850300,2017,348000
24017850400,2017,479000
24017850500,2017,702000
24017850600,2017,2040000
24017850706,2017,1086000
24017850708,2017,245000
24017850709,2017,2314000
24017850710,2017,340008.192045271
24017850711,2017,408000
24017850712,2017,685814.453613404
24017850713,2017,793964.75129285
24017850801,2017,237000
24017850802,2017,7726000
24017850901,2017,17216000
24017850902,2017,2491741.57303371
24017850904,2017,2660258.42696629
24017850905,2017,101000
24017850906,2017,328000
24017851001,2017,4086020.16129034
24017851003,2017,3100624.99999863
24017851004,2017,6721354.83871103
24017851100,2017,1990000
24017851200,2017,2928000
24017851301,2017,1953000
24017851302,2017,2715000
24017851401,2017,1489642.85714248
24017851402,2017,2027142.85714388
24017851403,2017,2503214.28571365
24017851501,2017,2587930.52902126
24017851502,2017,3302894.97725302
24017990000,2017,
24019970100,2017,544030.465613809
24019970200,2017,559000
24019970300,2017,2470969.53438619
24019970400,2017,4509000
24019970500,2017,758007.084050214
24019970600,2017,1500000
24019970702,2017,2326347.55826833
24019970804,2017,451645.35768146
24019970900,2017,309000
24019990000,2017,
24021740200,2017,1664000
24021750100,2017,2101000
24021750200,2017,10316000
24021750300,2017,3399000
24021750504,2017,3895990.19607843
24021750505,2017,441411.764705882
24021750506,2017,2580645.16129032
24021750507,2017,1261899.19354684
24021750508,2017,1400364.16824946
24021750600,2017,2200073.82550336
24021750701,2017,13095000
24021750702,2017,1261003.0174329
24021750801,2017,2584000
24021750802,2017,2377000
24021750804,2017,1250771.65354699
24021750805,2017,3421228.34645301
24021751001,2017,17000
24021751002,2017,1373743.58974359
24021751003,2017,17997637.6373645
24021751004,2017,4326073.82550336
24021751201,2017,691996.982567097
24021751202,2017,2935000
24021751203,2017,974689.516129063
24021751301,2017,1244000
24021751302,2017,2480000
24021751600,2017,1976000
24021751701,2017,2953000
24021751702,2017,2302697.5308642
24021751801,2017,4197000
24021751802,2017,1575302.4691358
24021751902,2017,2014000
24021751903,2017,6033000
24021751904,2017,1813000
24021751905,2017,449237.486894425
24021751906,2017,496762.513105575
24021752001,2017,3206000
24021752101,2017,773000
24021752102,2017,8516000
24021752201,2017,2044000
24021752202,2017,1979000
24021752205,2017,1692441.98894796
24021752206,2017,4198558.01105204
24021752301,2017,6802015.22486888
24021752302,2017,5197984.77513112
24021752303,2017,2203000
24021752501,2017,895000
24021752502,2017,2686000
24021752601,2017,1592010.73193181
24021752602,2017,632000
24021752603,2017,614000
24021752801,2017,274000
24021752802,2017,777000
24021752900,2017,193265.060240964
24021753001,2017,1693734.93975904
24021753002,2017,1417000
24021765100,2017,1921852.34899329
24021766800,2017,3153000
24021767500,2017,1162000
24021767600,2017,2443000
24021770700,2017,1661989.26806819
24021772200,2017,8234282.89502941
24021773500,2017,713000
24021775302,2017,226000
24021775400,2017,855000
24021775600,2017,2503335.87786255
24023000100,2017,2054588.14538271
24023000200,2017,6768411.90049972
24023000300,2017,1370692.6479621
24023000400,2017,398734.17721519
24023000501,2017,3027138.26366559
24023000502,2017,4327861.69045198
24023000601,2017,4023780.48780488
24023000602,2017,2575219.51219512
24023000700,2017,4220000
24025301102,2017,2279169.49152542
24025301105,2017,345000
24025301106,2017,2339000
24025301107,2017,1432909.22053054
24025301108,2017,491000
24025301201,2017,1423567.0995671
24025301202,2017,2692575.75757576
24025301204,2017,217947.922326599
24025301205,2017,1087000
24025301301,2017,13440961.5384615
24025301302,2017,1215000
24025301401,2017,1114863.8407244
24025301402,2017,482174.620814061
24025301601,2017,486000
24025301602,2017,1387968.75
24025301703,2017,2091620.2531646
24025301704,2017,462430.379746898
24025301705,2017,1410835.44303887
24025301706,2017,1509265.82278248
24025301707,2017,2152471.94385972
24025302100,2017,458000
24025302200,2017,2678000
24025302400,2017,1973201.39511259
24025302801,2017,454000
24025302802,2017,1935000
24025302901,2017,2575192.40703
24025302902,2017,1905165.79007672
24025303101,2017,3473000
24025303102,2017,661000
24025303201,2017,8868720.58823536
24025303203,2017,3557000
24025303204,2017,805000
24025303205,2017,343769.115437446
24025303206,2017,388723.404255319
24025303300,2017,3545776.85950413
24025303400,2017,3843000
24025303501,2017,6574000
24025303502,2017,2750730.6208031
24025303602,2017,589830.508474576
24025303603,2017,1522279.41176464
24025303605,2017,729000
24025303606,2017,1256000
24025303700,2017,1353000
24025303801,2017,5486000
24025303802,2017,557000
24025303803,2017,2329000
24025303900,2017,2465000
24025304101,2017,2709000
24025304102,2017,2870000
24025304201,2017,3676000
24025304202,2017,6212000
24025305100,2017,4158000
24025305200,2017,2393000
24025305300,2017,544000
24025306100,2017,6012000
24025306200,2017,1178000
24025306300,2017,2532667.70147331
24025306400,2017,629639.891496637
24025306500,2017,1207540.22221817
24027601103,2017,2654100
24027601104,2017,2380678.57142857
24027601105,2017,3128006.25015625
24027601107,2017,380000
24027601108,2017,1524900
24027601203,2017,18242642.0309137
24027601204,2017,16717681.9914327
24027601205,2017,2612142.85714286
24027601206,2017,3265178.57142857
24027602100,2017,3674000
24027602201,2017,5961000
24027602202,2017,3177253.01204819
24027602302,2017,23621636.6069866
24027602303,2017,2751000
24027602304,2017,2278000
24027602305,2017,1133000
24027602306,2017,8335746.98795181
24027602600,2017,4250974.0740744
24027602700,2017,1617000
24027602800,2017,9016087.17948718
24027602900,2017,1870938.74643841
24027603001,2017,10209000
24027603003,2017,5720000
24027603004,2017,7139000
24027604001,2017,5813000
24027604003,2017,4203139.89637306
24027604004,2017,3667445.59585492
24027605103,2017,4353126.12612613
24027605104,2017,7549414.50777202
24027605105,2017,10895649.8724454
24027605106,2017,7619382.80244867
24027605401,2017,550000
24027605403,2017,4444255.31914894
24027605404,2017,8681100.74145712
24027605502,2017,1400228.57142857
24027605503,2017,3008962.12121212
24027605504,2017,703000
24027605505,2017,3702000
24027605601,2017,1707771.42857143
24027605602,2017,7975681.81818182
24027606601,2017,1043000
24027606603,2017,1948774.77838713
24027606604,2017,795409.8236495
24027606606,2017,1979000
24027606607,2017,576357.142857143
24027606701,2017,8246000
24027606704,2017,1509815.39796337
24027606706,2017,6260000
24027606708,2017,33642000
24027606803,2017,9969000
24027606804,2017,1371000
24027606805,2017,2541290.17857183
24027606807,2017,994642.590218754
24027606808,2017,2769908.4301892
24027606901,2017,37525675.9776536
24027606904,2017,1995000
24027606905,2017,10275000
24027606906,2017,1177079.12087912
24027606907,2017,5297920.87912088
24029950100,2017,2603000
24029950200,2017,2181318.92697466
24029950300,2017,4153831.68548714
24029950400,2017,735568.23737845
24029950500,2017,384281.150159744
24031700101,2017,4195000
24031700103,2017,12037000
24031700104,2017,787000
24031700105,2017,22613000
24031700204,2017,860000
24031700206,2017,933795.18072305
24031700207,2017,486000
24031700208,2017,3867000
24031700209,2017,2434064.95934998
24031700210,2017,2961139.85992697
24031700306,2017,2255000
24031700308,2017,558380.952380952
24031700309,2017,5712429.95410685
24031700310,2017,1833000
24031700313,2017,1467562.70959881
24031700314,2017,1876056.33802024
24031700315,2017,3672000.00000459
24031700316,2017,1897329.41997316
24031700317,2017,5392212.05678799
24031700318,2017,3486856.45446547
24031700400,2017,765602.068768796
24031700500,2017,4656000
24031700604,2017,4401917.72355157
24031700606,2017,1640280.41078613
24031700608,2017,6045544.96301559
24031700610,2017,1565723.94272394
24031700611,2017,2332000
24031700613,2017,1944537.31343284
24031700614,2017,426484.848484849
24031700615,2017,2080000
24031700616,2017,2955555.55555556
24031700617,2017,1627065.6355321
24031700618,2017,1819098.39812621
24031700706,2017,6044690.22556391
24031700710,2017,1279000
24031700711,2017,1272655.17241379
24031700713,2017,2529074.34075124
24031700715,2017,1045000
24031700718,2017,9435271.51379
24031700720,2017,356820.484727131
24031700721,2017,872212.121211212
24031700723,2017,4084282.07111359
24031700724,2017,1454676.26222023
24031700725,2017,777133.600303621
24031700726,2017,1099857.40922212
24031700727,2017,1058750
24031700728,2017,3546182.20091712
24031700729,2017,361666.666666667
24031700730,2017,491866.666666667
24031700731,2017,1047789.47368421
24031700732,2017,1802006.81160866
24031700733,2017,9679279.15785856
24031700810,2017,902000
24031700811,2017,2189000
24031700812,2017,704967.32591495
24031700813,2017,2356883.72093023
24031700815,2017,1889000
24031700818,2017,4274120.47972583
24031700819,2017,1029309.77443609
24031700820,2017,588076.923076923
24031700822,2017,2312000
24031700823,2017,427952.378103029
24031700824,2017,1387000
24031700826,2017,4899000
24031700828,2017,704000
24031700829,2017,952761.907611257
24031700830,2017,2176449.56616732
24031700832,2017,376625
24031700833,2017,529000
24031700834,2017,484000
24031700835,2017,1859000
24031700836,2017,1315107.14285714
24031700837,2017,2072663.47795952
24031700838,2017,6141742.85578369
24031700839,2017,10818486.5233997
24031700901,2017,16584000
24031700902,2017,1704000
24031700903,2017,5463198.94736818
24031700904,2017,5871848.00708974
24031700905,2017,452943.244988157
24031701001,2017,5001900.68905524
24031701002,2017,5846220.29290942
24031701004,2017,3211132.95694844
24031701005,2017,1210212.76595745
24031701006,2017,1607000
24031701007,2017,22324000
24031701101,2017,742240.938722295
24031701102,2017,1852000
24031701201,2017,3652000
24031701202,2017,4292165.34173958
24031701205,2017,16037046.6571424
24031701206,2017,4142000
24031701210,2017,1445000
24031701211,2017,23814867.0430516
24031701212,2017,1050921.05263182
24031701214,2017,1320122.79385364
24031701215,2017,946000
24031701216,2017,7730828.34285761
24031701218,2017,4615000
24031701219,2017,13384000
24031701220,2017,2501000
24031701221,2017,2974000
24031701222,2017,4572976.74418605
24031701223,2017,2990023.25581395
24031701303,2017,974880
24031701304,2017,3679128.93528104
24031701306,2017,922221.18866251
24031701307,2017,2218142.21938766
24031701308,2017,2105636.59194983
24031701312,2017,2574035.06639375
24031701313,2017,332000
24031701314,2017,1249964.93360625
24031701315,2017,2418000
24031701316,2017,7547212.12121212
24031701317,2017,2643658.94350683
24031701407,2017,893228.571428428
24031701408,2017,7964000
24031701409,2017,1315179.37062942
24031701414,2017,2170134.61538487
24031701415,2017,1803000
24031701417,2017,484000
24031701418,2017,263000
24031701422,2017,209629.62962963
24031701423,2017,268370.37037037
24031701424,2017,568763.237896379
24031701425,2017,4758236.76210362
24031701426,2017,2731854.54545951
24031701427,2017,1150254.54544945
24031701503,2017,2645576.92307675
24031701505,2017,2927000
24031701506,2017,1701372.6655348
24031701507,2017,1521818.18181818
24031701508,2017,175000
24031701509,2017,4964566.59822122
24031701601,2017,102460.428805805
24031701602,2017,227972.972972973
24031701701,2017,3520000
24031701702,2017,1010149.4226342
24031701703,2017,2279000
24031701704,2017,1522277.77777778
24031701800,2017,835005.749779593
24031701900,2017,454000
24031702000,2017,249000
24031702101,2017,306000
24031702102,2017,691900
24031702200,2017,407000
24031702301,2017,317000
24031702302,2017,321000
24031702401,2017,414275.862068966
24031702402,2017,3237000
24031702501,2017,7522831.42044576
24031702502,2017,10585313.3026472
24031702503,2017,9677424.24242424
24031702602,2017,625312.5
24031702603,2017,508684.210526316
24031702604,2017,1466003.28947368
24031702700,2017,5366000
24031702800,2017,5072000
24031702900,2017,1626000
24031703000,2017,571000
24031703100,2017,2354100
24031703201,2017,1207000
24031703202,2017,2912530.48984913
24031703206,2017,461000
24031703207,2017,672721.515258664
24031703208,2017,2260012.79629959
24031703209,2017,3551000
24031703210,2017,421893.022906937
24031703213,2017,272000
24031703214,2017,402000
24031703215,2017,404000
24031703216,2017,888993.277310924
24031703218,2017,119000
24031703219,2017,130764.705882353
24031703220,2017,701470.588235294
24031703221,2017,703200.000000502
24031703222,2017,800925.925928892
24031703223,2017,1082827.320824
24031703301,2017,650000
24031703302,2017,1757639.3442623
24031703401,2017,1598360.65573771
24031703402,2017,417000
24031703403,2017,233000
24031703404,2017,432000
24031703501,2017,2381000
24031703502,2017,1214987.00042176
24031703601,2017,1635000
24031703602,2017,1163746.69074683
24031703701,2017,547000
24031703702,2017,930000
24031703800,2017,5223000
24031703901,2017,2689000
24031703902,2017,1959000
24031704000,2017,1761000
24031704100,2017,2405410.82423098
24031704200,2017,5413202.0192539
24031704300,2017,3090711.86440678
24031704401,2017,3249000
24031704403,2017,250000
24031704404,2017,1449190.18703573
24031704501,2017,2060000
24031704502,2017,1089000
24031704503,2017,2803000
24031704600,2017,2704000
24031704700,2017,4927680
24031704803,2017,6824000
24031704804,2017,28704892.8571429
24031704805,2017,15390000
24031704806,2017,11772320
24031705000,2017,4954720.74337864
24031705100,2017,5036742.53493217
24031705200,2017,1194468.75
24031705300,2017,2054531.25
24031705400,2017,1974107.14285714
24031705501,2017,6632785.71428571
24031705502,2017,2536620
24031705601,2017,3314000
24031705602,2017,2440567.61904762
24031705701,2017,3703026.66666667
24031705702,2017,4724000
24031705800,2017,5373000
24031705901,2017,3537004.3756442
24031705902,2017,1440000
24031705903,2017,3735000
24031706005,2017,7013000
24031706007,2017,5054000
24031706008,2017,7706735.69624284
24031706009,2017,8308134.71771154
24031706010,2017,459473.684210526
24031706011,2017,2785000
24031706012,2017,5716001.13259371
24031706013,2017,2687650.39359719
24033800102,2017,4302463.68578655
24033800103,2017,4104000
24033800105,2017,638517.76506452
24033800106,2017,1246767.44186047
24033800108,2017,378000
24033800109,2017,146930.23255814
24033800203,2017,2138320.87473032
24033800206,2017,1077000
24033800209,2017,2057000
24033800210,2017,245000
24033800211,2017,1456000
24033800212,2017,7766523.05278403
24033800213,2017,7870000
24033800216,2017,1312781.25000205
24033800217,2017,898218.749997949
24033800218,2017,217000
24033800401,2017,393648.088969646
24033800402,2017,490000
24033800403,2017,1428997.38489495
24033800408,2017,6306000
24033800409,2017,4394672.84623773
24033800410,2017,1215925.95470683
24033800411,2017,2314000
24033800412,2017,734000
24033800413,2017,1094000
24033800504,2017,6160608.10810811
24033800505,2017,823391.891891892
24033800507,2017,7241001.75801324
24033800511,2017,817305.263157895
24033800513,2017,1105000
24033800514,2017,2789755.72519084
24033800515,2017,2249000
24033800516,2017,1816312.65582447
24033800517,2017,1851000
24033800518,2017,2752694.73684211
24033800519,2017,2031998.24198676
24033800520,2017,324687.344175532
24033800521,2017,1508414.63414674
24033800522,2017,486585.365853263
24033800605,2017,2177000
24033800606,2017,1005000
24033800607,2017,1039000
24033800608,2017,3022000
24033800609,2017,127000
24033800701,2017,1743429.86739698
24033800704,2017,334000
24033800705,2017,812000
24033800706,2017,735000
24033800707,2017,4559581.81818173
24033800800,2017,2117000
24033800900,2017,1458000
24033801003,2017,2873000
24033801004,2017,1817717.55725191
24033801005,2017,319000
24033801006,2017,713000
24033801105,2017,94770.0504423505
24033801106,2017,102626.111566168
24033801207,2017,2101000
24033801208,2017,235000
24033801209,2017,366000
24033801210,2017,432000
24033801211,2017,5116000
24033801212,2017,703358.208955224
24033801213,2017,203000
24033801214,2017,5971964.58429106
24033801215,2017,266000
24033801216,2017,1748607.14285697
24033801217,2017,2662392.85714303
24033801302,2017,2088000
24033801305,2017,936000
24033801307,2017,2946000
24033801308,2017,329000
24033801309,2017,840000
24033801310,2017,1035000
24033801311,2017,1783282.44274809
24033801312,2017,8e+05
24033801313,2017,259000
24033801404,2017,5397000
24033801405,2017,2751789.28179213
24033801406,2017,96000
24033801407,2017,928000
24033801408,2017,242000
24033801409,2017,343813.953488372
24033801410,2017,888000
24033801411,2017,2118000
24033801500,2017,264396.764719493
24033801600,2017,101006.066298156
24033801701,2017,279000
24033801702,2017,53000
24033801704,2017,229993.933701844
24033801707,2017,129847.826086957
24033801709,2017,457152.173913044
24033801801,2017,876000
24033801802,2017,847000
24033801807,2017,140000
24033801808,2017,65000
24033801809,2017,294000
24033801901,2017,605000
24033801904,2017,1669281.0447452
24033801905,2017,644000
24033801906,2017,333000
24033801907,2017,6167246.88523645
24033801908,2017,1272753.11476355
24033802001,2017,1058000
24033802002,2017,388000
24033802103,2017,918000
24033802104,2017,3434000
24033802106,2017,48384.6153846154
24033802107,2017,64615.3846153846
24033802201,2017,6995988.31442129
24033802203,2017,5348000
24033802204,2017,9727000
24033802301,2017,346522.935779817
24033802404,2017,42000
24033802405,2017,525797.343908792
24033802406,2017,19000
24033802407,2017,1631238.53211009
24033802408,2017,42000
24033802501,2017,440202.656091208
24033802502,2017,261000
24033802600,2017,461000
24033802700,2017,563000
24033802803,2017,703238.532110092
24033802804,2017,4510000
24033802805,2017,130000
24033802901,2017,792972.672035451
24033803001,2017,81590.5651147114
24033803002,2017,180436.762849838
24033803100,2017,1101000
24033803200,2017,2404000
24033803300,2017,4563000
24033803403,2017,466000
24033803508,2017,236771.0127295
24033803509,2017,2627819.03638309
24033803512,2017,1085000
24033803513,2017,428000
24033803514,2017,5845614.03508772
24033803516,2017,9367000
24033803519,2017,1061889.71684054
24033803520,2017,922004.742538668
24033803521,2017,2491381.22237361
24033803524,2017,127110.283159464
24033803525,2017,2317575
24033803526,2017,540000
24033803527,2017,287000
24033803528,2017,1191000
24033803601,2017,169000
24033803602,2017,12118653.9872705
24033803605,2017,989000
24033803606,2017,3376000
24033803607,2017,1392000
24033803608,2017,7801000
24033803610,2017,667000
24033803612,2017,787000
24033803613,2017,1026000
24033803700,2017,261533.446714035
24033803801,2017,233000
24033803803,2017,1020000
24033803900,2017,602000
24033804001,2017,176809.160305344
24033804002,2017,6856763.16834445
24033804101,2017,192995.067434286
24033804102,2017,658652.449468591
24033804200,2017,2046000
24033804300,2017,10055954.1984733
24033804400,2017,725360.902255483
24033804600,2017,1444665.78403507
