GEOID,year,total_small_business_loan_dollars
24005402511,2014,568227.778196486
24005402602,2014,210000
24005402603,2014,1792000
24005402604,2014,244000
24005403100,2014,155000
24005403201,2014,82000
24005403202,2014,59000
24005403300,2014,1662000
24005403401,2014,3112000
24005403402,2014,12706000
24005403500,2014,3120000
24005403601,2014,1789000
24005403602,2014,4054000
24005403702,2014,7798000
24005403703,2014,4229136.65876938
24005403704,2014,6382863.34123062
24005403801,2014,908000
24005403802,2014,2353000
24005403803,2014,6620000
24005404101,2014,11955000
24005404102,2014,5428000
24005404201,2014,1173000
24005404202,2014,10802000
24005404402,2014,2739000
24005404403,2014,1373000
24005404404,2014,6154000
24005404501,2014,819000
24005404502,2014,248000
24005404600,2014,1958000
24005404800,2014,1007000
24005404900,2014,3263000
24005405000,2014,1755000
24005406000,2014,951000
24005407001,2014,2398000
24005407002,2014,3253000
24005408100,2014,8747000
24005408200,2014,866000
24005408302,2014,1311000
24005408303,2014,2672000
24005408304,2014,2917000
24005408400,2014,41868000
24005408502,2014,724000
24005408503,2014,5112811.5942029
24005408505,2014,10615000
24005408506,2014,496000
24005408507,2014,181188.405797101
24005408601,2014,2874000
24005408602,2014,1367000
24005408702,2014,1934000
24005408703,2014,719000
24005408704,2014,6937000
24005408800,2014,10341000
24005408900,2014,3657000
24005410100,2014,4876000
24005410200,2014,3811000
24005411101,2014,385000
24005411102,2014,4027000
24005411201,2014,1208000
24005411202,2014,1205000
24005411302,2014,13213958.7570245
24005411303,2014,1023000
24005411306,2014,850000
24005411307,2014,570534.566800515
24005411308,2014,437000
24005411309,2014,3612000
24005411404,2014,510000
24005411406,2014,967000
24005411408,2014,439000
24005411409,2014,653000
24005411410,2014,249000
24005411411,2014,756864
24005411412,2014,560640
24005411413,2014,434496
24005420100,2014,978000
24005420200,2014,545999.999999958
24005420301,2014,16000
24005420302,2014,17000
24005420303,2014,73000
24005420401,2014,249000
24005420402,2014,492000
24005420500,2014,838047.454653177
24005420600,2014,2168612.92270531
24005420701,2014,356000
24005420702,2014,554339.622641509
24005420800,2014,292000
24005420900,2014,403000
24005421000,2014,210000
24005421101,2014,286000
24005421102,2014,437000
24005421200,2014,85000.0000000422
24005430101,2014,1350000
24005430104,2014,692000
24005430200,2014,1237000
24005430300,2014,3473000
24005430400,2014,29455000
24005430600,2014,1173779.81651376
24005430700,2014,630220.183486239
24005430800,2014,859000
24005430900,2014,1045000
24005440100,2014,1082945.45454545
24005440200,2014,277000
24005440300,2014,391054.545454546
24005440400,2014,830366.197183099
24005440500,2014,1985633.8028169
24005440600,2014,2506750.30461218
24005440701,2014,1801000
24005440702,2014,1149249.69538782
24005440800,2014,2367000
24005440900,2014,191000
24005441000,2014,84000
24005441101,2014,615000
24005441102,2014,607000
24005450100,2014,20271057.6502732
24005450200,2014,332459.016393443
24005450300,2014,1546000
24005450400,2014,445866.666666667
24005450501,2014,1422406.06060606
24005450503,2014,98667.5712347354
24005450504,2014,453059.701492537
24005450800,2014,565573.770491772
24005450900,2014,1447000
24005451000,2014,754000
24005451100,2014,334000
24005451200,2014,12696000
24005451300,2014,1172000
24005451401,2014,157000
24005451402,2014,269000
24005451500,2014,66426.2295082276
24005451600,2014,2544000
24005451701,2014,8148506.67617499
24005451702,2014,378000
24005451801,2014,987482.75862069
24005451802,2014,2269982.31293911
24005451803,2014,397534.9284402
24005451900,2014,516664.957849177
24005452000,2014,418560.606060606
24005452100,2014,626849.624060145
24005452300,2014,3091800.64102564
24005452400,2014,10864682.6923077
24005452500,2014,136000
24005490100,2014,2756000
24005490200,2014,7608000
24005490302,2014,3055000
24005490303,2014,4869289.15661921
24005490304,2014,6053710.84338079
24005490400,2014,2416000
24005490500,2014,2133000
24005490601,2014,304000
24005490602,2014,489000
24005490603,2014,1674000
24005490605,2014,4470000
24005490701,2014,648000
24005490703,2014,14640000
24005490800,2014,445000
24005490900,2014,7411492.35535896
24005491000,2014,407000
24005491100,2014,1002000
24005491201,2014,5448614.03508772
24005491202,2014,138543.859649123
24005491300,2014,534349.749904202
24005491401,2014,765000
24005491402,2014,371000
24005491500,2014,275000
24005491600,2014,2393000
24005491701,2014,745000
24005491900,2014,1451000
24005492001,2014,339000
24005492002,2014,394000
24005492101,2014,1559000
24005492102,2014,2251000
24005492200,2014,793251.223437187
24005492300,2014,502000
24005492401,2014,201000
24005492402,2014,959200
24005492500,2014,415000
24005492600,2014,396748.776562813
24005492700,2014,1355924.81203007
24005980100,2014,
24005980200,2014,1907000
24009860103,2014,7124284.97050672
24009860200,2014,8181000
24009860300,2014,3304000
24009860402,2014,501000
24009860403,2014,725656.108597285
24009860404,2014,1565343.89140272
24009860501,2014,1266145.83333333
24009860502,2014,175000
24009860600,2014,5919854.16666667
24009860701,2014,7999000
24009860702,2014,3929000
24009860703,2014,2638000
24009860801,2014,2017000
24009860901,2014,3437719.91247265
24009860902,2014,1409251.64113786
24009861003,2014,861379.509468615
24009861004,2014,187878.628495067
24009861100,2014,2297770.30842581
24011955000,2014,386000
24011955100,2014,1674000
24011955201,2014,369749.662092973
24011955202,2014,1031249.74701142
24011955301,2014,1425867.16329335
24011955302,2014,860348.566014973
24011955400,2014,1051784.86158728
24011955500,2014,980000
24011955600,2014,4091000
24013501001,2014,779579.332552702
24013501002,2014,2566438.52459016
24013502000,2014,2148817.07317073
24013503000,2014,2939982.14285714
24013504100,2014,3331498.91705947
24013504201,2014,2167501.08294053
24013504202,2014,4036000
24013505101,2014,1559563.63636364
24013505102,2014,3028771.00840338
24013505203,2014,1306245.79831933
24013505205,2014,124999.999999981
24013505206,2014,2144779.41176471
24013505207,2014,918969.696969697
24013505208,2014,1853203.78151261
24013506101,2014,1009435.89743585
24013506102,2014,1092000
24013506200,2014,4041188.03418805
24013507500,2014,5581973.03703718
24013507601,2014,5400930.75587607
24013507602,2014,7792929.43383915
24013507702,2014,1349064
24013507703,2014,267930.451581745
24013507704,2014,1269962.96296282
24013507801,2014,4524957.70919424
24013507802,2014,1177580.19589839
24013508103,2014,3175532.72383089
24013508200,2014,1840445.24973737
24013509001,2014,2649000
24013509002,2014,2114000
24013510000,2014,393000
24013511000,2014,552252.475247523
24013512000,2014,3e+05
24013513001,2014,6118645.39007091
24013513002,2014,2890354.60992909
24013514100,2014,9009466.66666667
24013514201,2014,5374000
24013514202,2014,1694000
24015030100,2014,1449000
24015030200,2014,3571108.28025478
24015030400,2014,6749000
24015030501,2014,570127.118644068
24015030503,2014,5332493.5149038
24015030505,2014,3468414.35437032
24015030507,2014,293154.362415803
24015030508,2014,746845.637584197
24015030601,2014,3047000
24015030602,2014,1621000
24015030700,2014,2887427.18446602
24015030903,2014,2758390.80459769
24015030904,2014,1606514.85148514
24015030905,2014,301572.815533981
24015030907,2014,3174472.44326465
24015030908,2014,2709478.63247954
24015031201,2014,805083.585928171
24015031202,2014,1076000
24015031301,2014,734916.414071829
24015031302,2014,4221000
24015031400,2014,1021000
24017850101,2014,1122000
24017850102,2014,1464688.17204301
24017850201,2014,50000
24017850202,2014,1412000
24017850300,2014,285000
24017850400,2014,480000
24017850500,2014,1586000
24017850600,2014,1748000
24017850706,2014,1546000
24017850708,2014,163000
24017850709,2014,2301000
24017850710,2014,174009.400371949
24017850711,2014,138000
24017850712,2014,530428.107026757
24017850713,2014,911031.545489199
24017850801,2014,309000
24017850802,2014,4622000
24017850901,2014,15139000
24017850902,2014,2581516.85393258
24017850904,2014,2955483.14606742
24017850905,2014,104000
24017850906,2014,655000
24017851001,2014,2901429.43548389
24017851003,2014,3020312.49999866
24017851004,2014,6547258.06451745
24017851100,2014,4162000
24017851200,2014,1050000
24017851301,2014,1098000
24017851302,2014,1167000
24017851401,2014,1399323.97959148
24017851402,2014,1904234.69387851
24017851403,2014,2351441.32653001
24017851501,2014,2353782.34162212
24017851502,2014,3004060.43344697
24017990000,2014,
24019970100,2014,1517815.10059854
24019970200,2014,1712000
24019970300,2014,1377184.89940146
24019970400,2014,5032000
24019970500,2014,387006.898587955
24019970600,2014,1123000
24019970702,2014,2265443.1801334
24019970804,2014,606549.921278641
24019970900,2014,241000
24019990000,2014,
24021740200,2014,624000
24021750100,2014,1355000
24021750200,2014,10063000
24021750300,2014,291000
24021750504,2014,1351362.74509804
24021750505,2014,1715764.70588235
24021750506,2014,1668817.20430108
24021750507,2014,577987.414466636
24021750508,2014,591979.342764103
24021750600,2014,1785221.47651007
24021750701,2014,12258000
24021750702,2014,577025.973797649
24021750801,2014,4941000
24021750802,2014,1240000
24021750804,2014,1089070.86614494
24021750805,2014,2978929.13385506
24021751001,2014,43000
24021751002,2014,1253967.94871795
24021751003,2014,24899175.9980905
24021751004,2014,3394221.47651007
24021751201,2014,906974.026202351
24021751202,2014,1694000
24021751203,2014,853088.587487793
24021751301,2014,2035000
24021751302,2014,531000
24021751600,2014,1838000
24021751701,2014,6174000
24021751702,2014,1896222.22222222
24021751801,2014,4054000
24021751802,2014,1488777.77777778
24021751902,2014,3248000
24021751903,2014,8712000
24021751904,2014,1640000
24021751905,2014,550862.034669696
24021751906,2014,609137.965330304
24021752001,2014,4479000
24021752101,2014,748000
